ConvNext-SLiViT,,RETFOund,,OCTCube,
AUC,AUCPR,AUC,AUCPR,AUC,AUCPR
0.877,0.628,0.9,0.85,0.941,0.893
0.901,0.744,0.912,0.858,0.94,0.893
0.905,0.703,0.871,0.841,0.937,0.889
0.904,0.661,0.89,0.848,0.936,0.891
0.895,0.706,0.903,0.855,0.939,0.893
0.918,0.736,0.901,0.861,0.939,0.893
0.9,0.696333333,0.896166667,0.852166667,0.938666667,0.892
